condition,run,seg,L_k_m,Kp,Kth,t_arrive_s,eps_m,T_bound_s,within_bound,d_at_switch_m,V_before,V_after,t_switch_s
timer_pnn,12,13,0.438913,0.894933,2.980678,2.0010,0.01,8.9668,1,0.035081,0.00274568,0.29856378,28.0140
timer_pnn,12,14,0.674003,0.847268,2.910131,2.0010,0.01,10.4505,1,0.091438,0.00433924,0.58885012,30.0150
timer_pnn,12,15,0.660673,0.919512,2.914021,2.0010,0.01,9.6234,1,0.096492,0.00474810,2.23465563,32.0160
timer_pnn,12,16,0.931533,0.812074,1.815219,2.0010,0.01,11.9571,1,0.391449,0.11991409,0.29922384,34.0170
timer_pnn,12,17,0.363792,0.875235,3.000000,2.0010,0.01,8.7367,1,0.040006,0.00279869,2.46030278,36.0180
timer_pnn,12,18,0.308143,0.914718,0.907962,2.0010,0.01,9.0918,1,0.206708,0.04853372,0.93512540,38.0190
timer_pnn,12,19,1.036942,0.876374,2.853277,2.0010,0.01,11.1002,1,0.155665,0.01441844,,40.0200
timer_pnn,13,0,0.480936,0.903321,2.785124,2.0010,0.01,9.1187,1,0.115750,0.00671096,0.31611738,2.0010
timer_pnn,13,1,0.248963,0.842930,2.999504,2.0010,0.01,8.1831,1,0.030142,0.00285348,0.28153567,4.0020
timer_pnn,13,2,0.550290,0.874873,2.946340,2.0010,0.01,9.6738,1,0.075675,0.00290397,0.24051190,6.0030
timer_pnn,13,3,0.375811,0.889305,2.997525,2.0010,0.01,8.6774,1,0.041415,0.00224252,0.35704759,8.0040
timer_pnn,13,4,0.733375,0.889719,2.924778,2.0010,0.01,10.1593,1,0.088579,0.00392313,0.10530700,10.0050
timer_pnn,13,5,0.416405,0.859384,2.945868,2.0010,0.01,9.2043,1,0.040632,0.00126037,0.67041762,12.0060
timer_pnn,13,6,0.263704,0.850042,2.993063,2.0010,0.01,8.2497,1,0.056018,0.00336203,0.25178060,14.0070
timer_pnn,13,7,0.593746,0.892831,2.955872,2.0010,0.01,9.6545,1,0.063756,0.00341155,0.45961824,16.0080
timer_pnn,13,8,0.355157,0.887043,3.000000,2.0010,0.01,8.5739,1,0.055735,0.00259175,2.88810020,18.0090
timer_pnn,13,9,0.830664,0.756856,1.039458,2.0010,0.01,13.0442,1,0.532439,0.14374852,1.37892819,20.0100
timer_pnn,13,10,0.881453,0.961014,2.476814,2.0010,0.01,9.9046,1,0.207868,0.03899693,1.49640351,22.0110
timer_pnn,13,11,0.606772,0.906838,2.554426,2.0010,0.01,9.6334,1,0.196947,0.03317592,0.51537069,24.0120
timer_pnn,13,12,0.332623,0.881386,2.993896,2.0010,0.01,8.4823,1,0.039989,0.00524293,0.14542538,26.0130
timer_pnn,13,13,0.442759,0.854463,2.940573,2.0010,0.01,9.3958,1,0.054114,0.00214200,0.76583258,28.0140
timer_pnn,13,14,0.565293,0.941593,2.935699,2.0010,0.01,9.0795,1,0.095518,0.00531205,0.80367282,30.0150
timer_pnn,13,15,0.735474,0.944473,2.870272,2.0010,0.01,9.6128,1,0.126685,0.00820339,,32.0160
timer_pnn,14,0,0.128422,0.783274,2.976363,2.0010,0.01,7.1754,1,0.023519,0.00068077,0.41689877,2.0010
timer_pnn,14,1,0.901254,0.837358,2.917171,2.0010,0.01,11.2525,1,0.124278,0.00772491,1.08642341,4.0020
timer_pnn,14,2,0.411536,0.882584,2.857395,2.0010,0.01,8.9633,1,0.098124,0.00495823,1.86162806,6.0030
timer_pnn,14,3,0.217332,1.000000,1.080478,2.0010,0.01,7.5307,1,0.122545,0.00776460,0.38548376,8.0040
timer_pnn,14,4,0.426101,0.903946,2.994304,2.0010,0.01,8.8159,1,0.049906,0.00378333,0.79858943,10.0050
timer_pnn,14,5,0.805494,0.937328,2.816418,2.0010,0.01,9.8832,1,0.130227,0.00861029,0.04337277,12.0060
timer_pnn,14,6,0.293591,0.850370,2.988429,2.0010,0.01,8.4912,1,0.020621,0.00231651,0.33462645,14.0070
timer_pnn,14,7,0.347102,0.874413,3.000000,2.0010,0.01,8.6400,1,0.051770,0.00335500,0.84978555,16.0080
timer_pnn,14,8,0.606545,0.939035,2.887834,2.0010,0.01,9.2583,1,0.102674,0.00626189,2.56286321,18.0090
timer_pnn,14,9,0.882727,0.881120,0.867654,2.0010,0.01,11.7932,1,0.604072,0.21592241,1.30549470,20.0100
timer_pnn,14,10,0.804161,0.974854,2.591138,2.0010,0.01,9.5611,1,0.137563,0.01283738,0.54552842,22.0110
timer_pnn,14,11,0.551009,0.925516,2.957246,2.0010,0.01,9.1713,1,0.062472,0.00602881,0.37900654,24.0120
timer_pnn,14,12,0.237096,0.838874,3.000000,2.0010,0.01,8.1085,1,0.040607,0.00121414,,26.0130
timer_pnn,15,0,0.786001,0.957836,2.460813,2.0010,0.01,9.7027,1,0.186583,0.02625499,0.45335108,2.0010
timer_pnn,15,1,0.772699,0.861330,2.893201,2.0010,0.01,10.6034,1,0.086499,0.00664383,2.71848384,4.0020
timer_pnn,15,2,0.846252,0.907133,0.903722,2.0010,0.01,11.3451,1,0.529070,0.15659274,0.15629225,6.0030
timer_pnn,15,3,0.559032,0.862297,2.942929,2.0010,0.01,9.8445,1,0.026958,0.00584442,0.68633388,8.0040
timer_pnn,15,4,0.463071,0.911571,2.964491,2.0010,0.01,8.9292,1,0.087446,0.00445357,0.27832468,10.0050
timer_pnn,15,5,0.717936,0.839766,2.922235,2.0010,0.01,10.6859,1,0.087985,0.00493018,0.24071437,12.0060
timer_pnn,15,6,0.359251,0.885729,3.000000,2.0010,0.01,8.6111,1,0.041576,0.00116780,2.09857656,14.0070
timer_pnn,15,7,0.749490,0.852789,1.741550,2.0010,0.01,10.9511,1,0.294640,0.08856245,,16.0080
timer_pnn,16,0,0.970621,0.897696,2.837318,2.0010,0.01,10.7050,1,0.169570,0.01456440,0.18715635,2.0010
timer_pnn,16,1,0.503798,0.855879,2.940757,2.0010,0.01,9.6766,1,0.052551,0.00194981,0.50417911,4.0020
timer_pnn,16,2,0.978051,0.824995,2.907377,2.0010,0.01,11.6118,1,0.142506,0.01026572,1.93448607,6.0030
timer_pnn,16,3,0.740350,0.815493,2.285693,2.0010,0.01,11.1963,1,0.275962,0.05755866,0.28729340,8.0040
timer_pnn,16,4,0.251844,0.842972,2.997218,2.0010,0.01,8.2093,1,0.034956,0.00256747,4.19392288,10.0050
timer_pnn,16,5,0.641728,0.698467,1.221266,2.0010,0.01,13.0957,1,0.387634,0.08053764,0.83081549,12.0060
timer_pnn,16,6,0.724876,0.951624,2.869641,2.0010,0.01,9.5142,1,0.102486,0.00537590,0.21788577,14.0070
timer_pnn,16,7,0.306565,0.853079,2.998295,2.0010,0.01,8.5623,1,0.040487,0.00094020,0.87144368,16.0080
timer_pnn,16,8,0.859190,0.924126,2.830134,2.0010,0.01,10.1530,1,0.155340,0.01228089,0.70301723,18.0090
timer_pnn,16,9,1.117610,0.807313,2.922063,2.0010,0.01,12.1806,1,0.178910,0.01621009,0.23282909,20.0100
timer_pnn,16,10,0.682197,0.856546,2.927357,2.0010,0.01,10.3675,1,0.067184,0.00269746,0.97767735,22.0110
timer_pnn,16,11,0.137578,0.769493,2.812332,2.0010,0.01,7.4892,1,0.041287,0.00108245,0.08719597,24.0120
timer_pnn,16,12,0.416978,0.869638,2.960704,2.0010,0.01,9.1020,1,0.048406,0.00237601,0.30492139,26.0130
timer_pnn,16,13,0.450534,0.893883,2.986299,2.0010,0.01,9.0331,1,0.059984,0.00203374,1.06811725,28.0140
timer_pnn,16,14,0.476792,0.908126,2.806975,2.0010,0.01,9.0505,1,0.102265,0.00552779,,30.0150
timer_pnn,17,0,0.847487,0.975027,2.680325,2.0010,0.01,9.6481,1,0.149410,0.01221894,0.18320271,2.0010
timer_pnn,17,1,0.281089,0.864829,3.000000,2.0010,0.01,8.2580,1,0.029703,0.00204910,1.21194310,4.0020
timer_pnn,17,2,0.689188,0.955754,2.642190,2.0010,0.01,9.4126,1,0.130688,0.00868775,0.83423003,6.0030
timer_pnn,17,3,0.996416,0.902553,2.782085,2.0010,0.01,10.7172,1,0.129743,0.00918726,1.10933843,8.0040
timer_pnn,17,4,0.444306,0.911427,2.896438,2.0010,0.01,8.8527,1,0.096107,0.00545623,0.60127348,10.0050
timer_pnn,17,5,0.353890,0.886737,2.979771,2.0010,0.01,8.5720,1,0.055267,0.00504962,1.50431267,12.0060
timer_pnn,17,6,0.586063,0.891727,2.549808,2.0010,0.01,9.7119,1,0.174071,0.02150175,0.99304443,14.0070
timer_pnn,17,7,0.770417,0.963720,2.768624,2.0010,0.01,9.5433,1,0.155058,0.01519075,0.32757543,16.0080
timer_pnn,17,8,0.182463,0.811847,3.000000,2.0010,0.01,7.7475,1,0.016286,0.00089877,0.67512596,18.0090
timer_pnn,17,9,0.112177,0.764961,2.858544,2.0010,0.01,7.0288,1,0.031779,0.00050954,0.38061233,20.0100
timer_pnn,17,10,0.210526,0.840397,2.993062,2.0010,0.01,7.8250,1,0.035458,0.00402248,0.51119374,22.0110
timer_pnn,17,11,0.943978,0.818926,2.894573,2.0010,0.01,11.6107,1,0.143892,0.01075265,0.21540590,24.0120
timer_pnn,17,12,0.573954,0.887129,2.954434,2.0010,0.01,9.6387,1,0.052546,0.00150815,0.36674818,26.0130
timer_pnn,17,13,0.405009,0.899124,2.996736,2.0010,0.01,8.7500,1,0.056756,0.00213648,0.37357624,28.0140
timer_pnn,17,14,0.278181,0.865972,3.000000,2.0010,0.01,8.2245,1,0.046309,0.00134221,0.63871159,30.0150
timer_pnn,17,15,0.998050,0.876424,2.834580,2.0010,0.01,11.0164,1,0.144137,0.01070400,1.92816018,32.0160
timer_pnn,17,16,0.708243,0.836446,2.201065,2.0010,0.01,10.8498,1,0.239530,0.04886722,1.51172499,34.0170
timer_pnn,17,17,0.683070,0.912690,2.479329,2.0010,0.01,9.8472,1,0.211350,0.03914195,,36.0180
timer_pnn,18,0,0.871044,0.870498,2.907481,2.0010,0.01,10.7664,1,0.109632,0.00607506,2.27363332,2.0010
timer_pnn,18,1,0.810835,0.975900,0.939659,2.0010,0.01,10.5085,1,0.425500,0.09588860,0.49419411,4.0020
timer_pnn,18,2,0.939097,0.815105,2.895011,2.0010,0.01,11.6502,1,0.098244,0.00579858,0.40439119,6.0030
timer_pnn,18,3,0.898869,0.853771,2.929811,2.0010,0.01,11.0372,1,0.103444,0.00536427,0.24177688,8.0040
timer_pnn,18,4,0.682262,0.847672,2.924639,2.0010,0.01,10.4717,1,0.076842,0.00296087,0.10136663,10.0050
timer_pnn,18,5,0.248949,0.826522,2.978398,2.0010,0.01,8.3395,1,0.028498,0.00043544,1.03550678,12.0060
timer_pnn,18,6,0.187234,0.795195,2.844186,2.0010,0.01,7.9870,1,0.053256,0.00198593,,14.0070
timer_pnn,19,0,0.399997,0.903064,3.000000,2.0010,0.01,8.6865,1,0.070556,0.00471972,2.72539918,2.0010
timer_pnn,19,1,0.364250,0.885834,0.933239,2.0010,0.01,9.6638,1,0.243097,0.04672244,1.31507213,4.0020
timer_pnn,19,2,0.816530,0.963830,2.522312,2.0010,0.01,9.7103,1,0.149095,0.01426725,0.69962060,6.0030
timer_pnn,19,3,0.984364,0.886124,2.820903,2.0010,0.01,10.8726,1,0.115899,0.00850322,1.10285714,8.0040
timer_pnn,19,4,0.919578,0.958964,2.726296,2.0010,0.01,9.9607,1,0.149894,0.01156210,1.44741876,10.0050
timer_pnn,19,5,0.577929,0.898333,2.586592,2.0010,0.01,9.6061,1,0.142810,0.01187277,0.12260668,12.0060
timer_pnn,19,6,0.297803,0.840949,2.975567,2.0010,0.01,8.6159,1,0.025956,0.00282549,1.98149638,14.0070
timer_pnn,19,7,0.313110,0.995973,1.000435,2.0010,0.01,8.3646,1,0.152772,0.01256527,,16.0080
halt1cm_fixedL1,0,0,0.485869,0.800000,1.700000,4.1540,0.01,10.5748,1,0.009999,0.00323263,2.33288644,4.1540
halt1cm_fixedL1,0,1,0.242380,0.800000,1.700000,3.7280,0.01,8.8863,1,0.009989,0.00449006,0.08061523,7.8820
halt1cm_fixedL1,0,2,0.308562,0.800000,1.700000,3.0030,0.01,9.4685,1,0.009997,0.00007904,1.07779152,10.8850
halt1cm_fixedL1,0,3,0.423561,0.800000,1.700000,3.7840,0.01,10.2391,1,0.009994,0.00344578,2.44955268,14.6690
halt1cm_fixedL1,0,4,0.422677,0.800000,1.700000,4.0630,0.01,10.2340,1,0.009992,0.00362023,0.47328921,18.7320
halt1cm_fixedL1,0,5,0.929674,0.800000,1.700000,3.5970,0.01,12.1728,1,0.009988,0.00038475,0.20429375,22.3290
halt1cm_fixedL1,0,6,0.626140,0.800000,1.700000,3.3750,0.01,11.1976,1,0.009993,0.00007129,1.29303596,25.7040
halt1cm_fixedL1,0,7,0.467958,0.800000,1.700000,3.9090,0.01,10.4828,1,0.009993,0.00356421,1.10231922,29.6130
halt1cm_fixedL1,0,8,0.155345,0.800000,1.700000,3.2480,0.01,7.8291,1,0.009998,0.00129961,0.64274427,32.8610
halt1cm_fixedL1,0,9,0.912609,0.800000,1.700000,3.7750,0.01,12.1270,1,0.009987,0.00164715,1.12010170,36.6360
halt1cm_fixedL1,0,10,0.169414,0.800000,1.700000,3.2970,0.01,8.0332,1,0.009995,0.00169135,0.31263237,39.9330
halt1cm_fixedL1,0,11,0.302282,0.800000,1.700000,3.2120,0.01,9.4188,1,0.009990,0.00047556,,43.1450
halt1cm_fixedL1,1,0,0.371483,0.800000,1.700000,3.1230,0.01,9.9192,1,0.009987,0.00006040,0.76166363,3.1230
halt1cm_fixedL1,1,1,0.988636,0.800000,1.700000,3.8610,0.01,12.3250,1,0.009985,0.00197162,1.84842284,6.9840
halt1cm_fixedL1,1,2,0.116805,0.800000,1.700000,3.2140,0.01,7.1656,1,0.009985,0.00150285,0.34824831,10.1980
halt1cm_fixedL1,1,3,0.768527,0.800000,1.700000,3.5350,0.01,11.7025,1,0.009985,0.00035510,0.29928418,13.7330
halt1cm_fixedL1,1,4,0.732272,0.800000,1.700000,3.4780,0.01,11.5833,1,0.010000,0.00021696,1.52195414,17.2110
halt1cm_fixedL1,1,5,0.200422,0.800000,1.700000,3.4960,0.01,8.4318,1,0.009995,0.00327080,2.03263813,20.7070
halt1cm_fixedL1,1,6,0.859246,0.800000,1.700000,4.3620,0.01,11.9781,1,0.009996,0.00226771,1.52847244,25.0690
halt1cm_fixedL1,1,7,0.098821,0.800000,1.700000,3.0770,0.01,6.7833,1,0.009990,0.00031393,1.15953432,28.1460
halt1cm_fixedL1,1,8,0.378317,0.800000,1.700000,3.7370,0.01,9.9636,1,0.009984,0.00353449,1.19926353,31.8830
halt1cm_fixedL1,1,9,0.880618,0.800000,1.700000,4.0880,0.01,12.0388,1,0.009986,0.00285311,1.08131891,35.9710
halt1cm_fixedL1,1,10,0.322633,0.800000,1.700000,3.6740,0.01,9.5766,1,0.009984,0.00337669,2.87916453,39.6450
halt1cm_fixedL1,1,11,0.607277,0.800000,1.700000,4.3000,0.01,11.1223,1,0.009990,0.00247004,,43.9450
halt1cm_fixedL1,2,0,0.823140,0.800000,1.700000,3.7290,0.01,11.8720,1,0.009996,0.00156417,0.57548156,3.7290
halt1cm_fixedL1,2,1,0.397829,0.800000,1.700000,3.5380,0.01,10.0861,1,0.009997,0.00208023,0.50746131,7.2670
halt1cm_fixedL1,2,2,0.510301,0.800000,1.700000,3.6000,0.01,10.6950,1,0.009987,0.00192052,2.44649494,10.8670
halt1cm_fixedL1,2,3,0.292420,0.800000,1.700000,3.8640,0.01,9.3385,1,0.009985,0.00438777,0.98132076,14.7310
halt1cm_fixedL1,2,4,0.600146,0.800000,1.700000,3.9360,0.01,11.0933,1,0.009997,0.00319833,,18.6670
halt1cm_fixedL1,3,0,0.948938,0.800000,1.700000,3.7650,0.01,12.2236,1,0.009997,0.00140636,1.25154584,3.7650
halt1cm_fixedL1,3,1,0.164207,0.800000,1.700000,3.3170,0.01,7.9596,1,0.009998,0.00191227,0.92511254,7.0820
halt1cm_fixedL1,3,2,0.334745,0.800000,1.700000,3.6070,0.01,9.6660,1,0.009997,0.00302491,1.14012872,10.6890
halt1cm_fixedL1,3,3,0.727208,0.800000,1.700000,4.0220,0.01,11.5662,1,0.009984,0.00305487,0.17764376,14.7110
halt1cm_fixedL1,3,4,0.561193,0.800000,1.700000,3.3430,0.01,10.9283,1,0.009992,0.00007262,0.90662316,18.0540
halt1cm_fixedL1,3,5,0.367541,0.800000,1.700000,3.6460,0.01,9.8932,1,0.009984,0.00308369,,21.7000
halt1cm_fixedL1,4,0,0.104753,0.800000,1.700000,2.4690,0.01,6.9160,1,0.009987,0.00184087,0.64520276,2.4690
halt1cm_fixedL1,4,1,0.814575,0.800000,1.700000,3.8270,0.01,11.8462,1,0.010000,0.00212835,0.57131600,6.2960
halt1cm_fixedL1,4,2,0.264664,0.800000,1.700000,3.3270,0.01,9.0979,1,0.009988,0.00128728,0.63051454,9.6230
halt1cm_fixedL1,4,3,0.697883,0.800000,1.700000,3.7630,0.01,11.4647,1,0.009998,0.00226790,0.14966522,13.3860
halt1cm_fixedL1,4,4,0.528180,0.800000,1.700000,3.2830,0.01,10.7795,1,0.009989,0.00010190,1.28191742,16.6690
halt1cm_fixedL1,4,5,0.129516,0.800000,1.700000,3.1610,0.01,7.4045,1,0.010000,0.00090469,2.47829496,19.8300
halt1cm_fixedL1,4,6,0.351727,0.800000,1.700000,3.9860,0.01,9.7862,1,0.009988,0.00404137,3.42849927,23.8160
halt1cm_fixedL1,4,7,0.949357,0.800000,1.700000,4.5510,0.01,12.2247,1,0.009996,0.00123537,0.26363553,28.3670
halt1cm_fixedL1,4,8,0.705944,0.800000,1.700000,3.4360,0.01,11.4930,1,0.009999,0.00016025,0.29445921,31.8030
halt1cm_fixedL1,4,9,0.593689,0.800000,1.700000,3.4580,0.01,11.0667,1,0.009989,0.00061251,1.81113337,35.2610
halt1cm_fixedL1,4,10,0.651903,0.800000,1.700000,4.1910,0.01,11.2968,1,0.009997,0.00292004,0.33062590,39.4520
halt1cm_fixedL1,4,11,0.803695,0.800000,1.700000,3.4970,0.01,11.8130,1,0.009982,0.00012804,2.22731894,42.9490
halt1cm_fixedL1,4,12,0.773157,0.800000,1.700000,4.3430,0.01,11.7173,1,0.009993,0.00230710,1.27212290,47.2920
halt1cm_fixedL1,4,13,0.376692,0.800000,1.700000,3.7640,0.01,9.9531,1,0.009987,0.00366765,0.91146015,51.0560
halt1cm_fixedL1,4,14,0.888025,0.800000,1.700000,3.9950,0.01,12.0595,1,0.009995,0.00274177,0.95826034,55.0510
halt1cm_fixedL1,4,15,0.376848,0.800000,1.700000,3.7070,0.01,9.9541,1,0.009998,0.00325302,0.34938651,58.7580
halt1cm_fixedL1,4,16,0.312625,0.800000,1.700000,3.2350,0.01,9.5002,1,0.009998,0.00068977,0.43936257,61.9930
halt1cm_fixedL1,4,17,0.901612,0.800000,1.700000,3.5880,0.01,12.0970,1,0.009984,0.00027424,,65.5810
halt1cm_fixedL1,5,0,0.955018,0.800000,1.700000,3.8050,0.01,12.2394,1,0.009997,0.00168004,2.18676895,3.8050
halt1cm_fixedL1,5,1,0.504991,0.800000,1.700000,4.1490,0.01,10.6694,1,0.009998,0.00325844,1.94708747,7.9540
halt1cm_fixedL1,5,2,0.572114,0.800000,1.700000,4.1370,0.01,10.9757,1,0.009987,0.00311358,0.08835713,12.0910
halt1cm_fixedL1,5,3,0.169025,0.800000,1.700000,2.6630,0.01,8.0278,1,0.009992,0.00020678,2.28007568,14.7540
halt1cm_fixedL1,5,4,0.506978,0.800000,1.700000,4.1640,0.01,10.6790,1,0.009994,0.00320665,0.98623601,18.9180
halt1cm_fixedL1,5,5,0.227003,0.800000,1.700000,3.4440,0.01,8.7292,1,0.009987,0.00240880,0.11883712,22.3620
halt1cm_fixedL1,5,6,0.486584,0.800000,1.700000,3.2330,0.01,10.5784,1,0.009998,0.00005468,0.30896223,25.5950
halt1cm_fixedL1,5,7,0.755382,0.800000,1.700000,3.4880,0.01,11.6599,1,0.009993,0.00017396,0.16213649,29.0830
halt1cm_fixedL1,5,8,0.272815,0.800000,1.700000,3.0260,0.01,9.1710,1,0.009984,0.00005904,0.80446404,32.1090
halt1cm_fixedL1,5,9,0.916397,0.800000,1.700000,3.8890,0.01,12.1373,1,0.009994,0.00235710,0.65155426,35.9980
halt1cm_fixedL1,5,10,0.527425,0.800000,1.700000,3.7130,0.01,10.7760,1,0.009991,0.00255920,0.18017411,39.7110
halt1cm_fixedL1,5,11,0.382363,0.800000,1.700000,3.1960,0.01,9.9895,1,0.010000,0.00025208,0.82699559,42.9070
halt1cm_fixedL1,5,12,0.970462,0.800000,1.700000,3.9070,0.01,12.2791,1,0.009995,0.00229577,2.18020480,46.8140
halt1cm_fixedL1,5,13,0.220774,0.800000,1.700000,3.6890,0.01,8.6626,1,0.009986,0.00435492,0.68274415,50.5030
halt1cm_fixedL1,5,14,0.883916,0.800000,1.700000,3.7940,0.01,12.0480,1,0.009985,0.00195544,0.22688429,54.2970
halt1cm_fixedL1,5,15,0.673407,0.800000,1.700000,3.4030,0.01,11.3767,1,0.009982,0.00005692,1.14548962,57.7000
halt1cm_fixedL1,5,16,0.858145,0.800000,1.700000,4.0810,0.01,11.9749,1,0.009994,0.00289843,0.07958736,61.7810
halt1cm_fixedL1,5,17,0.274471,0.800000,1.700000,2.9660,0.01,9.1856,1,0.009989,0.00010872,,64.7470
halt1cm_fixedL1,6,0,0.677518,0.800000,1.700000,4.3220,0.01,11.3917,1,0.009983,0.00240083,0.45451199,4.3220
halt1cm_fixedL1,6,1,0.794402,0.800000,1.700000,3.6600,0.01,11.7843,1,0.010000,0.00099822,2.01110861,7.9820
halt1cm_fixedL1,6,2,0.920975,0.800000,1.700000,4.3650,0.01,12.1496,1,0.009988,0.00220066,0.22981666,12.3470
halt1cm_fixedL1,6,3,0.634308,0.800000,1.700000,3.4190,0.01,11.2294,1,0.010000,0.00012202,0.65260336,15.7660
halt1cm_fixedL1,6,4,0.945800,0.800000,1.700000,3.7780,0.01,12.2154,1,0.009984,0.00155318,0.16962174,19.5440
halt1cm_fixedL1,6,5,0.198535,0.800000,1.700000,2.8660,0.01,8.4093,1,0.009985,0.00020203,1.68874825,22.4100
halt1cm_fixedL1,6,6,0.985253,0.800000,1.700000,4.2880,0.01,12.3165,1,0.009997,0.00243341,0.64319133,26.6980
halt1cm_fixedL1,6,7,0.961565,0.800000,1.700000,3.7410,0.01,12.2563,1,0.009986,0.00137772,0.94399257,30.4390
halt1cm_fixedL1,6,8,0.858175,0.800000,1.700000,3.9990,0.01,11.9750,1,0.009992,0.00281495,0.15903087,34.4380
halt1cm_fixedL1,6,9,0.463179,0.800000,1.700000,3.2760,0.01,10.4577,1,0.009997,0.00010833,0.41234358,37.7140
halt1cm_fixedL1,6,10,0.546110,0.800000,1.700000,3.5460,0.01,10.8614,1,0.009991,0.00139017,0.12685580,41.2600
halt1cm_fixedL1,6,11,0.114661,0.800000,1.700000,2.4540,0.01,7.1230,1,0.009985,0.00189141,0.14925354,43.7140
halt1cm_fixedL1,6,12,0.207171,0.800000,1.700000,2.8420,0.01,8.5107,1,0.009999,0.00005958,0.34429356,46.5560
halt1cm_fixedL1,6,13,0.536163,0.800000,1.700000,3.4680,0.01,10.8163,1,0.009989,0.00100789,2.19145845,50.0240
halt1cm_fixedL1,6,14,0.875073,0.800000,1.700000,4.3840,0.01,12.0232,1,0.009990,0.00212293,0.12547380,54.4080
halt1cm_fixedL1,6,15,0.485778,0.800000,1.700000,3.2340,0.01,10.5743,1,0.009998,0.00011229,0.31316967,57.6420
halt1cm_fixedL1,6,16,0.783663,0.800000,1.700000,3.4870,0.01,11.7507,1,0.009986,0.00007988,0.68204455,61.1290
halt1cm_fixedL1,6,17,0.830454,0.800000,1.700000,3.8180,0.01,11.8939,1,0.009996,0.00216936,0.11380335,64.9470
halt1cm_fixedL1,6,18,0.218550,0.800000,1.700000,2.8720,0.01,8.6384,1,0.009992,0.00019346,,67.8190
halt1cm_fixedL1,7,0,0.764538,0.800000,1.700000,3.9470,0.01,11.6897,1,0.009992,0.00286097,0.27293741,3.9470
halt1cm_fixedL1,7,1,0.680205,0.800000,1.700000,3.4690,0.01,11.4015,1,0.009992,0.00021070,1.37619503,7.4160
halt1cm_fixedL1,7,2,0.985073,0.800000,1.700000,4.2010,0.01,12.3160,1,0.009984,0.00269480,2.75747641,11.6170
halt1cm_fixedL1,7,3,0.853307,0.800000,1.700000,4.4420,0.01,11.9609,1,0.009993,0.00178322,0.45529685,16.0590
halt1cm_fixedL1,7,4,0.539067,0.800000,1.700000,3.6010,0.01,10.8296,1,0.009982,0.00167184,0.50214749,19.6600
halt1cm_fixedL1,7,5,0.143137,0.800000,1.700000,2.9070,0.01,7.6373,1,0.009985,0.00009271,0.08690082,22.5670
halt1cm_fixedL1,7,6,0.400556,0.800000,1.700000,3.1310,0.01,10.1028,1,0.009995,0.00009585,1.01024091,25.6980
halt1cm_fixedL1,7,7,0.243146,0.800000,1.700000,3.4630,0.01,8.8939,1,0.009986,0.00262830,1.40335557,29.1610
halt1cm_fixedL1,7,8,0.400666,0.800000,1.700000,3.8700,0.01,10.1035,1,0.009997,0.00374170,1.97421616,33.0310
halt1cm_fixedL1,7,9,0.530574,0.800000,1.700000,4.1090,0.01,10.7906,1,0.009985,0.00325733,2.45246743,37.1400
halt1cm_fixedL1,7,10,0.288771,0.800000,1.700000,3.8460,0.01,9.3082,1,0.009984,0.00440950,1.03726113,40.9860
halt1cm_fixedL1,7,11,0.759998,0.800000,1.700000,4.0380,0.01,11.6750,1,0.009997,0.00301877,1.08943104,45.0240
halt1cm_fixedL1,7,12,0.500317,0.800000,1.700000,3.8980,0.01,10.6466,1,0.009996,0.00341246,0.16981759,48.9220
halt1cm_fixedL1,7,13,0.578899,0.800000,1.700000,3.3330,0.01,11.0046,1,0.009984,0.00005033,0.68124230,52.2550
halt1cm_fixedL1,7,14,0.896684,0.800000,1.700000,3.8100,0.01,12.0835,1,0.009992,0.00193454,0.10481085,56.0650
halt1cm_fixedL1,7,15,0.447895,0.800000,1.700000,3.1880,0.01,10.3756,1,0.009994,0.00007531,2.12017214,59.2530
halt1cm_fixedL1,7,16,0.483363,0.800000,1.700000,4.1050,0.01,10.5621,1,0.009991,0.00339340,0.28910289,63.3580
halt1cm_fixedL1,7,17,0.602286,0.800000,1.700000,3.4370,0.01,11.1020,1,0.009996,0.00062759,,66.7950
halt1cm_fixedL1,8,0,0.432010,0.800000,1.700000,4.0800,0.01,10.2873,1,0.009988,0.00356476,1.42207517,4.0800
halt1cm_fixedL1,8,1,0.341933,0.800000,1.700000,3.7530,0.01,9.7176,1,0.009993,0.00381823,1.12092836,7.8330
halt1cm_fixedL1,8,2,0.826180,0.800000,1.700000,4.0900,0.01,11.8811,1,0.009998,0.00294883,2.21294880,11.9230
halt1cm_fixedL1,8,3,0.954191,0.800000,1.700000,4.4030,0.01,12.2372,1,0.009984,0.00199416,0.89440426,16.3260
halt1cm_fixedL1,8,4,0.523129,0.800000,1.700000,3.7820,0.01,10.7559,1,0.009994,0.00311261,1.88976423,20.1080
halt1cm_fixedL1,8,5,0.322122,0.800000,1.700000,3.8660,0.01,9.5728,1,0.009993,0.00411909,0.48925835,23.9740
halt1cm_fixedL1,8,6,0.665933,0.800000,1.700000,3.6250,0.01,11.3492,1,0.009987,0.00162786,,27.5990
halt1cm_fixedL1,9,0,0.269877,0.800000,1.700000,2.9550,0.01,9.1449,1,0.009985,0.00005168,0.03489552,2.9550
halt1cm_fixedL1,9,1,0.255769,0.800000,1.700000,2.8670,0.01,9.0156,1,0.009993,0.00005007,1.32330860,5.8220
